time,th,Dth,psi,Dpsi,r,Dr,phi,Dphi,u,mode
1.7909996E+00,7.6689402E+01,-1.4658356E+01,-4.7923543E+00,-2.4228156E+01,9.0234210E-02,0.0000000E+00,7.8775139E+02,9.2519155E+01,-2.0000000E-01,1.0000000E+00
1.7919996E+00,7.6674685E+01,-1.4775308E+01,-4.8166361E+00,-2.4335313E+01,9.0234210E-02,0.0000000E+00,7.8784386E+02,9.2424464E+01,-2.0000000E-01,1.0000000E+00
1.7929996E+00,7.6659851E+01,-1.4892197E+01,-4.8410249E+00,-2.4442247E+01,9.0234210E-02,0.0000000E+00,7.8793624E+02,9.2328217E+01,-2.0000000E-01,1.0000000E+00
1.7939996E+00,7.6644901E+01,-1.5009022E+01,-4.8655205E+00,-2.4548914E+01,9.0234210E-02,0.0000000E+00,7.8802851E+02,9.2230015E+01,-2.0000000E-01,1.0000000E+00
1.7949996E+00,7.6629833E+01,-1.5125778E+01,-4.8901226E+00,-2.4655269E+01,9.0234210E-02,0.0000000E+00,7.8812069E+02,9.2129456E+01,-2.0000000E-01,1.0000000E+00
1.7959996E+00,7.6614649E+01,-1.5242464E+01,-4.9148309E+00,-2.4761268E+01,9.0234210E-02,0.0000000E+00,7.8821277E+02,9.2026133E+01,-2.0000000E-01,1.0000000E+00
1.7969996E+00,7.6599348E+01,-1.5359075E+01,-4.9396450E+00,-2.4866863E+01,9.0234210E-02,0.0000000E+00,7.8830475E+02,9.1919638E+01,-2.0000000E-01,1.0000000E+00
1.7979996E+00,7.6583931E+01,-1.5475609E+01,-4.9645645E+00,-2.4972011E+01,9.0234210E-02,0.0000000E+00,7.8839661E+02,9.1809559E+01,-2.0000000E-01,1.0000000E+00
1.7989996E+00,7.6568397E+01,-1.5592061E+01,-4.9895888E+00,-2.5076664E+01,9.0234210E-02,0.0000000E+00,7.8848836E+02,9.1695480E+01,-2.0000000E-01,1.0000000E+00
1.7999996E+00,7.6552747E+01,-1.5708430E+01,-5.0147176E+00,-2.5180776E+01,9.0234210E-02,0.0000000E+00,7.8858000E+02,9.1576986E+01,-2.0000000E-01,1.0000000E+00
1.8009996E+00,7.6536980E+01,-1.5824712E+01,-5.0399502E+00,-2.5284301E+01,9.0234210E-02,0.0000000E+00,7.8867152E+02,9.1453657E+01,-2.0000000E-01,1.0000000E+00
1.8019996E+00,7.6521098E+01,-1.5940903E+01,-5.0652860E+00,-2.5387193E+01,9.0234210E-02,0.0000000E+00,7.8876291E+02,9.1325073E+01,-2.0000000E-01,1.0000000E+00
1.8029996E+00,7.6505099E+01,-1.6057001E+01,-5.0907244E+00,-2.5489403E+01,9.0234210E-02,0.0000000E+00,7.8885416E+02,9.1190813E+01,-2.0000000E-01,1.0000000E+00
1.8039996E+00,7.6488984E+01,-1.6173002E+01,-5.1162646E+00,-2.5590885E+01,9.0234210E-02,0.0000000E+00,7.8894529E+02,9.1050454E+01,-2.0000000E-01,1.0000000E+00
1.8049996E+00,7.6472753E+01,-1.6288902E+01,-5.1419059E+00,-2.5691593E+01,9.0234210E-02,0.0000000E+00,7.8903626E+02,9.0903575E+01,-2.0000000E-01,1.0000000E+00
1.8059996E+00,7.6456406E+01,-1.6404699E+01,-5.1676475E+00,-2.5791479E+01,9.0234210E-02,0.0000000E+00,7.8912709E+02,9.0749752E+01,-2.0000000E-01,1.0000000E+00
1.8069996E+00,7.6439943E+01,-1.6520388E+01,-5.1934885E+00,-2.5890496E+01,9.0234210E-02,0.0000000E+00,7.8921776E+02,9.0588564E+01,-2.0000000E-01,1.0000000E+00
1.8079996E+00,7.6423365E+01,-1.6635968E+01,-5.2194282E+00,-2.5988597E+01,9.0234210E-02,0.0000000E+00,7.8930826E+02,9.0419588E+01,-2.0000000E-01,1.0000000E+00
1.8089996E+00,7.6406671E+01,-1.6751434E+01,-5.2454654E+00,-2.6085737E+01,9.0234210E-02,0.0000000E+00,7.8939860E+02,9.0242406E+01,-2.0000000E-01,1.0000000E+00
1.8099996E+00,7.6389862E+01,-1.6866784E+01,-5.2715993E+00,-2.6181867E+01,9.0234210E-02,0.0000000E+00,7.8948875E+02,9.0056598E+01,-2.0000000E-01,1.0000000E+00
1.8109996E+00,7.6372938E+01,-1.6982013E+01,-5.2978288E+00,-2.6276942E+01,9.0234210E-02,0.0000000E+00,7.8957871E+02,8.9861750E+01,-2.0000000E-01,1.0000000E+00
1.8119996E+00,7.6355898E+01,-1.7097119E+01,-5.3241528E+00,-2.6370916E+01,9.0234210E-02,0.0000000E+00,7.8966847E+02,8.9657446E+01,-2.0000000E-01,1.0000000E+00
1.8129996E+00,7.6338744E+01,-1.7212099E+01,-5.3505702E+00,-2.6463743E+01,9.0234210E-02,0.0000000E+00,7.8975802E+02,8.9443277E+01,-2.0000000E-01,1.0000000E+00
1.8139996E+00,7.6321474E+01,-1.7326950E+01,-5.3770799E+00,-2.6555378E+01,9.0234210E-02,0.0000000E+00,7.8984735E+02,8.9218836E+01,-2.0000000E-01,1.0000000E+00
1.8149996E+00,7.6304090E+01,-1.7441667E+01,-5.4036806E+00,-2.6645776E+01,9.0234210E-02,0.0000000E+00,7.8993645E+02,8.8983720E+01,-2.0000000E-01,1.0000000E+00
1.8159996E+00,7.6286591E+01,-1.7556248E+01,-5.4303710E+00,-2.6734893E+01,9.0234210E-02,0.0000000E+00,7.9002531E+02,8.8737531E+01,-2.0000000E-01,1.0000000E+00
1.8169996E+00,7.6268977E+01,-1.7670691E+01,-5.4571499E+00,-2.6822685E+01,9.0234210E-02,0.0000000E+00,7.9011392E+02,8.8479876E+01,-2.0000000E-01,1.0000000E+00
1.8179996E+00,7.6251249E+01,-1.7784991E+01,-5.4840159E+00,-2.6909108E+01,9.0234210E-02,0.0000000E+00,7.9020227E+02,8.8210367E+01,-2.0000000E-01,1.0000000E+00
1.8189996E+00,7.6233407E+01,-1.7899147E+01,-5.5109677E+00,-2.6994121E+01,9.0234210E-02,0.0000000E+00,7.9029034E+02,8.7928622E+01,-2.0000000E-01,1.0000000E+00
1.8199996E+00,7.6215451E+01,-1.8013154E+01,-5.5380037E+00,-2.7077681E+01,9.0234210E-02,0.0000000E+00,7.9037812E+02,8.7634265E+01,-2.0000000E-01,1.0000000E+00
1.8209996E+00,7.6197381E+01,-1.8127010E+01,-5.5651225E+00,-2.7159748E+01,9.0234210E-02,0.0000000E+00,7.9046560E+02,8.7326930E+01,-2.0000000E-01,1.0000000E+00
1.8219996E+00,7.6179197E+01,-1.8240713E+01,-5.5923227E+00,-2.7240281E+01,9.0234210E-02,0.0000000E+00,7.9055277E+02,8.7006255E+01,-2.0000000E-01,1.0000000E+00
1.8229996E+00,7.6160900E+01,-1.8354259E+01,-5.6196026E+00,-2.7319242E+01,9.0234210E-02,0.0000000E+00,7.9063961E+02,8.6671888E+01,-2.0000000E-01,1.0000000E+00
1.8239996E+00,7.6142489E+01,-1.8467645E+01,-5.6469606E+00,-2.7396591E+01,9.0234210E-02,0.0000000E+00,7.9072611E+02,8.6323484E+01,-2.0000000E-01,1.0000000E+00
1.8249996E+00,7.6123965E+01,-1.8580870E+01,-5.6743952E+00,-2.7472291E+01,9.0234210E-02,0.0000000E+00,7.9081225E+02,8.5960709E+01,-2.0000000E-01,1.0000000E+00
1.8259996E+00,7.6105327E+01,-1.8693930E+01,-5.7019047E+00,-2.7546307E+01,9.0234210E-02,0.0000000E+00,7.9089803E+02,8.5583236E+01,-2.0000000E-01,1.0000000E+00
1.8269996E+00,7.6086577E+01,-1.8806823E+01,-5.7294873E+00,-2.7618603E+01,9.0234210E-02,0.0000000E+00,7.9098342E+02,8.5190751E+01,-2.0000000E-01,1.0000000E+00
1.8279996E+00,7.6067714E+01,-1.8919546E+01,-5.7571413E+00,-2.7689145E+01,9.0234210E-02,0.0000000E+00,7.9106840E+02,8.4782947E+01,-2.0000000E-01,1.0000000E+00
1.8289996E+00,7.6048738E+01,-1.9032097E+01,-5.7848649E+00,-2.7757899E+01,9.0234210E-02,0.0000000E+00,7.9115298E+02,8.4359531E+01,-2.0000000E-01,1.0000000E+00
1.8299996E+00,7.6029649E+01,-1.9144474E+01,-5.8126565E+00,-2.7824836E+01,9.0234210E-02,0.0000000E+00,7.9123712E+02,8.3920220E+01,-2.0000000E-01,1.0000000E+00
1.8309996E+00,7.6010449E+01,-1.9256675E+01,-5.8405140E+00,-2.7889924E+01,9.0234210E-02,0.0000000E+00,7.9132081E+02,8.3464742E+01,-2.0000000E-01,1.0000000E+00
1.8319996E+00,7.5991136E+01,-1.9368697E+01,-5.8684357E+00,-2.7953134E+01,9.0234210E-02,0.0000000E+00,7.9140404E+02,8.2992839E+01,-2.0000000E-01,1.0000000E+00
1.8329996E+00,7.5971711E+01,-1.9480539E+01,-5.8964196E+00,-2.8014440E+01,9.0234210E-02,0.0000000E+00,7.9148679E+02,8.2504264E+01,-2.0000000E-01,1.0000000E+00
1.8339996E+00,7.5952175E+01,-1.9592198E+01,-5.9244639E+00,-2.8073815E+01,9.0234210E-02,0.0000000E+00,7.9156904E+02,8.1998785E+01,-2.0000000E-01,1.0000000E+00
1.8349996E+00,7.5932527E+01,-1.9703674E+01,-5.9525666E+00,-2.8131234E+01,9.0234210E-02,0.0000000E+00,7.9165078E+02,8.1476181E+01,-2.0000000E-01,1.0000000E+00
1.8359996E+00,7.5912768E+01,-1.9814963E+01,-5.9807257E+00,-2.8186675E+01,9.0234210E-02,0.0000000E+00,7.9173199E+02,8.0936248E+01,-2.0000000E-01,1.0000000E+00
1.8369996E+00,7.5892897E+01,-1.9926065E+01,-6.0089393E+00,-2.8240116E+01,9.0234210E-02,0.0000000E+00,7.9181265E+02,8.0378794E+01,-2.0000000E-01,1.0000000E+00
1.8379996E+00,7.5872916E+01,-2.0036978E+01,-6.0372053E+00,-2.8291538E+01,9.0234210E-02,0.0000000E+00,7.9189274E+02,7.9803641E+01,-2.0000000E-01,1.0000000E+00
1.8389996E+00,7.5852823E+01,-2.0147701E+01,-6.0655217E+00,-2.8340922E+01,9.0234210E-02,0.0000000E+00,7.9197225E+02,7.9210628E+01,-2.0000000E-01,1.0000000E+00
1.8399996E+00,7.5832620E+01,-2.0258232E+01,-6.0938865E+00,-2.8388252E+01,9.0234210E-02,0.0000000E+00,7.9205116E+02,7.8599608E+01,-2.0000000E-01,1.0000000E+00
1.8409996E+00,7.5812307E+01,-2.0368571E+01,-6.1222975E+00,-2.8433513E+01,9.0234210E-02,0.0000000E+00,7.9212944E+02,7.7970451E+01,-2.0000000E-01,1.0000000E+00
1.8419996E+00,7.5791883E+01,-2.0478716E+01,-6.1507528E+00,-2.8476692E+01,9.0234210E-02,0.0000000E+00,7.9220709E+02,7.7323039E+01,-2.0000000E-01,1.0000000E+00
1.8429996E+00,7.5771350E+01,-2.0588666E+01,-6.1792502E+00,-2.8517779E+01,9.0234210E-02,0.0000000E+00,7.9228408E+02,7.6657275E+01,-2.0000000E-01,1.0000000E+00
1.8439996E+00,7.5750706E+01,-2.0698422E+01,-6.2077876E+00,-2.8556764E+01,9.0234210E-02,0.0000000E+00,7.9236040E+02,7.5973075E+01,-2.0000000E-01,1.0000000E+00
1.8449996E+00,7.5729953E+01,-2.0807981E+01,-6.2363630E+00,-2.8593638E+01,9.0234210E-02,0.0000000E+00,7.9243602E+02,7.5270372E+01,-2.0000000E-01,1.0000000E+00
1.8459996E+00,7.5709090E+01,-2.0917345E+01,-6.2649742E+00,-2.8628398E+01,9.0234210E-02,0.0000000E+00,7.9251094E+02,7.4549115E+01,-2.0000000E-01,1.0000000E+00
1.8469996E+00,7.5688118E+01,-2.1026511E+01,-6.2936191E+00,-2.8661038E+01,9.0234210E-02,0.0000000E+00,7.9258512E+02,7.3809273E+01,-2.0000000E-01,1.0000000E+00
1.8479996E+00,7.5667037E+01,-2.1135481E+01,-6.3222956E+00,-2.8691557E+01,9.0234210E-02,0.0000000E+00,7.9265855E+02,7.3050828E+01,-2.0000000E-01,1.0000000E+00
1.8489996E+00,7.5645847E+01,-2.1244253E+01,-6.3510015E+00,-2.8719955E+01,9.0234210E-02,0.0000000E+00,7.9273121E+02,7.2273782E+01,-2.0000000E-01,1.0000000E+00
1.8499996E+00,7.5624549E+01,-2.1352829E+01,-6.3797348E+00,-2.8746234E+01,9.0234210E-02,0.0000000E+00,7.9280309E+02,7.1478151E+01,-2.0000000E-01,1.0000000E+00
1.8509996E+00,7.5603142E+01,-2.1461208E+01,-6.4084933E+00,-2.8770398E+01,9.0234210E-02,0.0000000E+00,7.9287416E+02,7.0663971E+01,-2.0000000E-01,1.0000000E+00
1.8519996E+00,7.5581626E+01,-2.1569390E+01,-6.4372749E+00,-2.8792451E+01,9.0234210E-02,0.0000000E+00,7.9294441E+02,6.9831294E+01,-2.0000000E-01,1.0000000E+00
1.8529996E+00,7.5560003E+01,-2.1677376E+01,-6.4660775E+00,-2.8812402E+01,9.0234210E-02,0.0000000E+00,7.9301382E+02,6.8980188E+01,-2.0000000E-01,1.0000000E+00
1.8539996E+00,7.5538272E+01,-2.1785167E+01,-6.4948990E+00,-2.8830261E+01,9.0234210E-02,0.0000000E+00,7.9308237E+02,6.8110741E+01,-2.0000000E-01,1.0000000E+00
1.8549996E+00,7.5516433E+01,-2.1892762E+01,-6.5237373E+00,-2.8846038E+01,9.0234210E-02,0.0000000E+00,7.9315003E+02,6.7223056E+01,-2.0000000E-01,1.0000000E+00
1.8559996E+00,7.5494486E+01,-2.2000164E+01,-6.5525904E+00,-2.8859748E+01,9.0234210E-02,0.0000000E+00,7.9321681E+02,6.6317254E+01,-2.0000000E-01,1.0000000E+00
1.8569996E+00,7.5472432E+01,-2.2107373E+01,-6.5814561E+00,-2.8871404E+01,9.0234210E-02,0.0000000E+00,7.9328266E+02,6.5393471E+01,-2.0000000E-01,1.0000000E+00
1.8579996E+00,7.5450272E+01,-2.2214390E+01,-6.6103325E+00,-2.8881025E+01,9.0234210E-02,0.0000000E+00,7.9334759E+02,6.4451862E+01,-2.0000000E-01,1.0000000E+00
1.8589996E+00,7.5428004E+01,-2.2321216E+01,-6.6392175E+00,-2.8888628E+01,9.0234210E-02,0.0000000E+00,7.9341156E+02,6.3492598E+01,-2.0000000E-01,1.0000000E+00
1.8599996E+00,7.5405629E+01,-2.2427852E+01,-6.6681091E+00,-2.8894236E+01,9.0234210E-02,0.0000000E+00,7.9347457E+02,6.2515866E+01,-2.0000000E-01,1.0000000E+00
1.8609996E+00,7.5383148E+01,-2.2534301E+01,-6.6970053E+00,-2.8897869E+01,9.0234210E-02,0.0000000E+00,7.9353659E+02,6.1521870E+01,-2.0000000E-01,1.0000000E+00
1.8619996E+00,7.5360561E+01,-2.2640563E+01,-6.7259042E+00,-2.8899554E+01,9.0234210E-02,0.0000000E+00,7.9359760E+02,6.0510829E+01,-2.0000000E-01,1.0000000E+00
1.8629996E+00,7.5337867E+01,-2.2746641E+01,-6.7548038E+00,-2.8899315E+01,9.0234210E-02,0.0000000E+00,7.9365760E+02,5.9482979E+01,-2.0000000E-01,1.0000000E+00
1.8639996E+00,7.5315067E+01,-2.2852536E+01,-6.7837022E+00,-2.8897181E+01,9.0234210E-02,0.0000000E+00,7.9371656E+02,5.8438570E+01,-2.0000000E-01,1.0000000E+00
1.8649996E+00,7.5292162E+01,-2.2958250E+01,-6.8125975E+00,-2.8893180E+01,9.0234210E-02,0.0000000E+00,7.9377447E+02,5.7377869E+01,-2.0000000E-01,1.0000000E+00
1.8659996E+00,7.5269151E+01,-2.3063786E+01,-6.8414879E+00,-2.8887345E+01,9.0234210E-02,0.0000000E+00,7.9383131E+02,5.6301157E+01,-2.0000000E-01,1.0000000E+00
1.8669996E+00,7.5246035E+01,-2.3169145E+01,-6.8703716E+00,-2.8879708E+01,9.0234210E-02,0.0000000E+00,7.9388707E+02,5.5208729E+01,-2.0000000E-01,1.0000000E+00
1.8679996E+00,7.5222813E+01,-2.3274330E+01,-6.8992468E+00,-2.8870303E+01,9.0234210E-02,0.0000000E+00,7.9394173E+02,5.4100895E+01,-2.0000000E-01,1.0000000E+00
1.8689996E+00,7.5199486E+01,-2.3379343E+01,-6.9281116E+00,-2.8859166E+01,9.0234210E-02,0.0000000E+00,7.9399527E+02,5.2977979E+01,-2.0000000E-01,1.0000000E+00
1.8699996E+00,7.5176054E+01,-2.3484187E+01,-6.9569645E+00,-2.8846335E+01,9.0234210E-02,0.0000000E+00,7.9404768E+02,5.1840318E+01,-2.0000000E-01,1.0000000E+00
1.8709996E+00,7.5152518E+01,-2.3588864E+01,-6.9858038E+00,-2.8831849E+01,9.0234210E-02,0.0000000E+00,7.9409894E+02,5.0688262E+01,-2.0000000E-01,1.0000000E+00
1.8719996E+00,7.5128876E+01,-2.3693377E+01,-7.0146277E+00,-2.8815747E+01,9.0234210E-02,0.0000000E+00,7.9414905E+02,4.9522174E+01,-2.0000000E-01,1.0000000E+00
1.8729996E+00,7.5105131E+01,-2.3797729E+01,-7.0434347E+00,-2.8798071E+01,9.0234210E-02,0.0000000E+00,7.9419798E+02,4.8342430E+01,-2.0000000E-01,1.0000000E+00
1.8739996E+00,7.5081281E+01,-2.3901924E+01,-7.0722233E+00,-2.8778865E+01,9.0234210E-02,0.0000000E+00,7.9424573E+02,4.7149415E+01,-2.0000000E-01,1.0000000E+00
1.8749996E+00,7.5057327E+01,-2.4005963E+01,-7.1009920E+00,-2.8758172E+01,9.0234210E-02,0.0000000E+00,7.9429228E+02,4.5943529E+01,-2.0000000E-01,1.0000000E+00
1.8759996E+00,7.5033269E+01,-2.4109850E+01,-7.1297392E+00,-2.8736038E+01,9.0234210E-02,0.0000000E+00,7.9433761E+02,4.4725180E+01,-2.0000000E-01,1.0000000E+00
1.8769996E+00,7.5009107E+01,-2.4213588E+01,-7.1584636E+00,-2.8712509E+01,9.0234210E-02,0.0000000E+00,7.9438172E+02,4.3494787E+01,-2.0000000E-01,1.0000000E+00
1.8779996E+00,7.4984842E+01,-2.4317181E+01,-7.1871637E+00,-2.8687634E+01,9.0234210E-02,0.0000000E+00,7.9442460E+02,4.2252780E+01,-2.0000000E-01,1.0000000E+00
1.8789996E+00,7.4960473E+01,-2.4420631E+01,-7.2158384E+00,-2.8661460E+01,9.0234210E-02,0.0000000E+00,7.9446623E+02,4.0999598E+01,-2.0000000E-01,1.0000000E+00
1.8799996E+00,7.4936001E+01,-2.4523942E+01,-7.2444863E+00,-2.8634038E+01,9.0234210E-02,0.0000000E+00,7.9450659E+02,3.9735688E+01,-2.0000000E-01,1.0000000E+00
1.8809996E+00,7.4911425E+01,-2.4627119E+01,-7.2731061E+00,-2.8605418E+01,9.0234210E-02,0.0000000E+00,7.9454569E+02,3.8461506E+01,-2.0000000E-01,1.0000000E+00
1.8819996E+00,7.4886747E+01,-2.4730163E+01,-7.3016967E+00,-2.8575652E+01,9.0234210E-02,0.0000000E+00,7.9458351E+02,3.7177516E+01,-2.0000000E-01,1.0000000E+00
1.8829996E+00,7.4861965E+01,-2.4833079E+01,-7.3302570E+00,-2.8544792E+01,9.0234210E-02,0.0000000E+00,7.9462005E+02,3.5884188E+01,-2.0000000E-01,1.0000000E+00
1.8839996E+00,7.4837081E+01,-2.4935871E+01,-7.3587859E+00,-2.8512890E+01,9.0234210E-02,0.0000000E+00,7.9465528E+02,3.4582002E+01,-2.0000000E-01,1.0000000E+00
1.8849996E+00,7.4812093E+01,-2.5038541E+01,-7.3872825E+00,-2.8480002E+01,9.0234210E-02,0.0000000E+00,7.9468921E+02,3.3271440E+01,-2.0000000E-01,1.0000000E+00
1.8859996E+00,7.4787003E+01,-2.5141095E+01,-7.4157456E+00,-2.8446181E+01,9.0234210E-02,0.0000000E+00,7.9472182E+02,3.1952994E+01,-2.0000000E-01,1.0000000E+00
1.8869996E+00,7.4761811E+01,-2.5243535E+01,-7.4441745E+00,-2.8411482E+01,9.0234210E-02,0.0000000E+00,7.9475311E+02,3.0627158E+01,-2.0000000E-01,1.0000000E+00
1.8879996E+00,7.4736516E+01,-2.5345866E+01,-7.4725683E+00,-2.8375961E+01,9.0234210E-02,0.0000000E+00,7.9478307E+02,2.9294433E+01,-2.0000000E-01,1.0000000E+00
1.8889996E+00,7.4711119E+01,-2.5448091E+01,-7.5009262E+00,-2.8339674E+01,9.0234210E-02,0.0000000E+00,7.9481170E+02,2.7955323E+01,-2.0000000E-01,1.0000000E+00
1.8899996E+00,7.4685620E+01,-2.5550215E+01,-7.5292474E+00,-2.8302678E+01,9.0234210E-02,0.0000000E+00,7.9483898E+02,2.6610336E+01,-2.0000000E-01,1.0000000E+00
1.8909996E+00,7.4660019E+01,-2.5652240E+01,-7.5575313E+00,-2.8265029E+01,9.0234210E-02,0.0000000E+00,7.9486492E+02,2.5259984E+01,-2.0000000E-01,1.0000000E+00
1.8919996E+00,7.4634316E+01,-2.5754172E+01,-7.5857773E+00,-2.8226784E+01,9.0234210E-02,0.0000000E+00,7.9488950E+02,2.3904780E+01,-2.0000000E-01,1.0000000E+00
1.8929996E+00,7.4608511E+01,-2.5856014E+01,-7.6139847E+00,-2.8188001E+01,9.0234210E-02,0.0000000E+00,7.9491272E+02,2.2545241E+01,-2.0000000E-01,1.0000000E+00
1.8939996E+00,7.4582604E+01,-2.5957771E+01,-7.6421531E+00,-2.8148738E+01,9.0234210E-02,0.0000000E+00,7.9493459E+02,2.1181885E+01,-2.0000000E-01,1.0000000E+00
1.8949996E+00,7.4556595E+01,-2.6059445E+01,-7.6702821E+00,-2.8109051E+01,9.0234210E-02,0.0000000E+00,7.9495509E+02,1.9815232E+01,-2.0000000E-01,1.0000000E+00
1.8959996E+00,7.4530485E+01,-2.6161042E+01,-7.6983711E+00,-2.8069000E+01,9.0234210E-02,0.0000000E+00,7.9497422E+02,1.8445801E+01,-2.0000000E-01,1.0000000E+00
1.8969996E+00,7.4504273E+01,-2.6262565E+01,-7.7264200E+00,-2.8028641E+01,9.0234210E-02,0.0000000E+00,7.9499198E+02,1.7074113E+01,-2.0000000E-01,1.0000000E+00
1.8979996E+00,7.4477960E+01,-2.6364018E+01,-7.7544283E+00,-2.7988033E+01,9.0234210E-02,0.0000000E+00,7.9500837E+02,1.5700688E+01,-2.0000000E-01,1.0000000E+00
1.8989996E+00,7.4451545E+01,-2.6465406E+01,-7.7823960E+00,-2.7947233E+01,9.0234210E-02,0.0000000E+00,7.9502338E+02,1.4326047E+01,-2.0000000E-01,1.0000000E+00
1.8999996E+00,7.4425029E+01,-2.6566732E+01,-7.8103227E+00,-2.7906300E+01,9.0234210E-02,0.0000000E+00,7.9503702E+02,1.2950708E+01,-2.0000000E-01,1.0000000E+00
1.9009996E+00,7.4398412E+01,-2.6668000E+01,-7.8382085E+00,-2.7865290E+01,9.0234210E-02,0.0000000E+00,7.9504928E+02,1.1575188E+01,-2.0000000E-01,1.0000000E+00
1.9019996E+00,7.4371693E+01,-2.6769215E+01,-7.8660533E+00,-2.7824261E+01,9.0234210E-02,0.0000000E+00,7.9506017E+02,1.0200003E+01,-2.0000000E-01,1.0000000E+00
1.9029996E+00,7.4344873E+01,-2.6870380E+01,-7.8938571E+00,-2.7783271E+01,9.0234210E-02,0.0000000E+00,7.9506968E+02,8.8256663E+00,-2.0000000E-01,1.0000000E+00
1.9039996E+00,7.4317952E+01,-2.6971500E+01,-7.9216199E+00,-2.7742375E+01,9.0234210E-02,0.0000000E+00,7.9507782E+02,7.4526886E+00,-2.0000000E-01,1.0000000E+00
1.9049996E+00,7.4290930E+01,-2.7072577E+01,-7.9493419E+00,-2.7701631E+01,9.0234210E-02,0.0000000E+00,7.9508459E+02,6.0815774E+00,-2.0000000E-01,1.0000000E+00
1.9059996E+00,7.4263807E+01,-2.7173617E+01,-7.9770232E+00,-2.7661094E+01,9.0234210E-02,0.0000000E+00,7.9508998E+02,4.7128369E+00,-2.0000000E-01,1.0000000E+00
1.9069996E+00,7.4236583E+01,-2.7274624E+01,-8.0046642E+00,-2.7620820E+01,9.0234210E-02,0.0000000E+00,7.9509401E+02,3.3469677E+00,-2.0000000E-01,1.0000000E+00
1.9079996E+00,7.4209258E+01,-2.7375600E+01,-8.0322650E+00,-2.7580865E+01,9.0234210E-02,0.0000000E+00,7.9509668E+02,1.9844660E+00,-2.0000000E-01,1.0000000E+00
1.9089996E+00,7.4181832E+01,-2.7476550E+01,-8.0598260E+00,-2.7541282E+01,9.0234210E-02,0.0000000E+00,7.9509798E+02,6.2582396E-01,-2.0000000E-01,1.0000000E+00
1.9099996E+00,7.4154305E+01,-2.7577478E+01,-8.0873477E+00,-2.7502127E+01,9.0234210E-02,0.0000000E+00,7.9509793E+02,-7.2847136E-01,-2.0000000E-01,1.0000000E+00
1.9109996E+00,7.4126677E+01,-2.7678387E+01,-8.1148304E+00,-2.7463453E+01,9.0234210E-02,0.0000000E+00,7.9509653E+02,-2.0779378E+00,-2.0000000E-01,1.0000000E+00
1.9119996E+00,7.4098948E+01,-2.7779281E+01,-8.1422748E+00,-2.7425313E+01,9.0234210E-02,0.0000000E+00,7.9509378E+02,-3.4220987E+00,-2.0000000E-01,1.0000000E+00
1.9129996E+00,7.4071118E+01,-2.7880165E+01,-8.1696812E+00,-2.7387760E+01,9.0234210E-02,0.0000000E+00,7.9508969E+02,-4.7604829E+00,-2.0000000E-01,1.0000000E+00
1.9139996E+00,7.4043188E+01,-2.7981041E+01,-8.1970505E+00,-2.7350845E+01,9.0234210E-02,0.0000000E+00,7.9508426E+02,-6.0926253E+00,-2.0000000E-01,1.0000000E+00
1.9149996E+00,7.4015156E+01,-2.8081913E+01,-8.2243832E+00,-2.7314619E+01,9.0234210E-02,0.0000000E+00,7.9507750E+02,-7.4180668E+00,-2.0000000E-01,1.0000000E+00
1.9159996E+00,7.3987024E+01,-2.8182785E+01,-8.2516800E+00,-2.7279132E+01,9.0234210E-02,0.0000000E+00,7.9506943E+02,-8.7363551E+00,-2.0000000E-01,1.0000000E+00
1.9169996E+00,7.3958791E+01,-2.8283660E+01,-8.2789417E+00,-2.7244435E+01,9.0234210E-02,0.0000000E+00,7.9506003E+02,-1.0047044E+01,-2.0000000E-01,1.0000000E+00
1.9179996E+00,7.3930457E+01,-2.8384542E+01,-8.3061691E+00,-2.7210576E+01,9.0234210E-02,0.0000000E+00,7.9504933E+02,-1.1349696E+01,-2.0000000E-01,1.0000000E+00
1.9189996E+00,7.3902022E+01,-2.8485434E+01,-8.3333631E+00,-2.7177604E+01,9.0234210E-02,0.0000000E+00,7.9503734E+02,-1.2643877E+01,-2.0000000E-01,1.0000000E+00
1.9199996E+00,7.3873486E+01,-2.8586340E+01,-8.3605246E+00,-2.7145564E+01,9.0234210E-02,0.0000000E+00,7.9502405E+02,-1.3929165E+01,-2.0000000E-01,1.0000000E+00
1.9209996E+00,7.3844849E+01,-2.8687262E+01,-8.3876546E+00,-2.7114505E+01,9.0234210E-02,0.0000000E+00,7.9500948E+02,-1.5205142E+01,-2.0000000E-01,1.0000000E+00
1.9219996E+00,7.3816111E+01,-2.8788205E+01,-8.4147540E+00,-2.7084471E+01,9.0234210E-02,0.0000000E+00,7.9499364E+02,-1.6471400E+01,-2.0000000E-01,1.0000000E+00
1.9229996E+00,7.3787273E+01,-2.8889171E+01,-8.4418239E+00,-2.7055508E+01,9.0234210E-02,0.0000000E+00,7.9497654E+02,-1.7727536E+01,-2.0000000E-01,1.0000000E+00
1.9239996E+00,7.3758333E+01,-2.8990163E+01,-8.4688654E+00,-2.7027658E+01,9.0234210E-02,0.0000000E+00,7.9495819E+02,-1.8973159E+01,-2.0000000E-01,1.0000000E+00
1.9249996E+00,7.3729292E+01,-2.9091185E+01,-8.4958796E+00,-2.7000965E+01,9.0234210E-02,0.0000000E+00,7.9493860E+02,-2.0207884E+01,-2.0000000E-01,1.0000000E+00
